Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Assoc. Prof. Dr. Muhammad Tahir Zehri,QUETTA,"Pediatrician, Neonatologist",MBBS MCPS FCPS(peeds),10.0,122.0,100.0,15.0,9.0,"Heart And General Hospital, Model Town, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/assoc-prof-dr-muhammad-tahir-zehri#reviews-scroll,800.0
Asst. Prof. Dr. Shamsuddin Kakar,QUETTA,Pediatrician,"MD, FCPS (Pediatrics), MCPS (Pediatrics)",10.0,66.0,99.0,14.0,9.0,"Akram Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/asst-prof-dr-shamsuddin-kakar#reviews-scroll,500.0
Dr. Ghulam Jelani,QUETTA,Pediatrician,"MBBS, FCPS (Pediatrics)",12.0,31.0,94.0,12.0,8.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/quetta/dr-ghulam-jelani-30528#reviews-scroll,1000.0
Dr. Sharaf Ud Din Achakzai,QUETTA,Pediatrician,"MBBS, DCH, MCPS* (Pediatrics), MPH, PGPN",10.0,11.0,100.0,16.0,6.0,"Al Sudais Medical Store Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/dr-sharaf-ud-din-achakzai#reviews-scroll,200.0
Dr. Paras Shahzad,QUETTA,Pediatrician,"MBBS, MCPS, Advance Diploma In Pediatric Emergency(DOW)",5.0,35.0,97.0,14.0,12.0,"Nagi Children Hospital, Patel Bagh, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/dr-paras-shahzad#reviews-scroll,800.0
Dr. Muhammad Ameer,QUETTA,Pediatrician,"MBBS, MPH, MCPS (Peads)",7.0,1.0,100.0,10.0,0.0,"Farhah Medical Centre, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/dr-muhammad-ameer#reviews-scroll,300.0
Dr. Shaukat Ali,QUETTA,Pediatrician,"MBBS , DCP , DCH , MPH",18.0,41.0,100.0,20.0,28.0,"Health Care and Medical Center, Pir Muhammad Colony, Quetta",https://www.marham.pk/doctors/quetta/pediatrician/dr-shaukat-ali#reviews-scroll,500.0
Dr. Hashmat Ullah,QUETTA,Pediatrician,"MD, DCH",11.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Ameer Ali,QUETTA,Pediatrician,"MBBS, DCH",9.0,23.0,92.0,20.0,10.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/quetta/dr-ameer-ali-18515#reviews-scroll,1000.0
Assoc. Prof. Dr. Suresh Kumar,QUETTA,"Endocrinologist, General Physician, Internal Medicine Specialist","MBBS, MCPS, FCPS (Medicine), FCPS (Endocrinology)",15.0,1511.0,99.0,14.0,11.0,"Gillani Hopsital, Satellite Town, Quetta",https://www.marham.pk/doctors/quetta/endocrinologist/assoc-prof-dr-suresh-kumar#reviews-scroll,2000.0
Prof. Dr. Muhammad Nadir Khan,QUETTA,"General Physician, Psychiatrist, Internal Medicine Specialist, Rheumatologist, Diabetologist","MB MRCP(UK), FRCP(London), FRCP(Glas), FRCP(Edin), FACP(USA)",31.0,67.0,96.0,19.0,8.0,"Saleem Medical Complex Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/general-physician/prof-dr-muhammad-nadir-khan#reviews-scroll,2500.0
Dr. Muhammad Muddasser Khan Panezai,QUETTA,"Rheumatologist, General Physician, Pain Specialist","MBBS (Gold Medalist), FCPS(Medicine), MRCP (Medicine), MRCP (Rheumatology), FCPS (Rheumatology), FACR (USA), Executive Member Of APLR",8.0,68.0,100.0,14.0,11.0,"Heart And General Hospital, Model Town, Quetta",https://www.marham.pk/doctors/quetta/rheumatologist/dr-muhammad-muddasser-khan-panezai#reviews-scroll,2500.0
Dr. Abdul Aziz,QUETTA,"Endocrinologist, General Physician, Diabetologist","MBBS(Gold Medalist), FCPS(Medicine), FCPS(Diabetes And Endocrinology), FACP(USA)",5.0,10.0,100.0,14.0,11.0,"Yaseen Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/endocrinologist/dr-abdul-aziz#reviews-scroll,1500.0
Dr. Sandeep Kumar,QUETTA,"General Physician, Internal Medicine Specialist, Allergy Specialist, Diabetologist","MBBS, FCPS (Medicine), Diploma In Diabetes (Boston University USA)",6.0,78.0,99.0,16.0,10.0,"Al Shafa Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/general-physician/dr-sandeep-kumar#reviews-scroll,1000.0
Asst. Prof. Dr. Sirajuddin Barech,QUETTA,"General Physician, Internal Medicine Specialist, Infectious Diseases","MBBS, FCPS (Medicine), MRCP, B.Sc. (PU)",8.0,284.0,98.0,15.0,13.0,"Dr Ziauddin Hospital Outreach Medical Center, Patel Road, Quetta",https://www.marham.pk/doctors/quetta/general-physician/asst-prof-dr-sirajuddin-barech#reviews-scroll,1000.0
Dr. Habib Ullah Mengal,QUETTA,"General Physician, Internal Medicine Specialist, Infectious Diseases, Pain Specialist, Diabetologist","MBBS, FCPS (General Medicine), MACP (USA)",8.0,124.0,100.0,15.0,9.0,"Sajid Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/general-physician/dr-habib-ullah-mengal#reviews-scroll,1000.0
Asst. Prof. Dr. Muhammad Arif Khan,QUETTA,"Internal Medicine Specialist, General Physician, Infectious Diseases","MBBS, FCPS (Medicine)",12.0,48.0,98.0,14.0,11.0,"National Hospital, Near Quetta Laboratory Prince Road, Quetta",https://www.marham.pk/doctors/quetta/internal-medicine/asst-prof-dr-muhammad-arif-khan#reviews-scroll,1000.0
Asst. Prof. Dr. Tahir Khan,QUETTA,"Pulmonologist / Lung Specialist, General Physician, Allergy Specialist","MBBS, FCPS",10.0,185.0,98.0,14.0,11.0,"Yaseen Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/pulmonologist/asst-prof-dr-tahir-khan#reviews-scroll,1000.0
Prof. Dr. Zafrullah Khan,QUETTA,"Endocrinologist, General Physician","MBBS, Ph-D (Endocrinology)",24.0,105.0,100.0,14.0,11.0,"Rahat Medical Complex, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/endocrinologist/prof-dr-zafrullah-khan#reviews-scroll,2500.0
Dr. Shair Zaman Kakar,QUETTA,"Endocrinologist, General Physician, Internal Medicine Specialist, Diabetologist","MBBS, FCPS (Medicine), FCPS (Diabetes, Endocrinology &amp; Metabolism), Member American College Of Endocrinology,",8.0,566.0,99.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/endocrinologist/quetta/dr-shair-zaman-kakar-14842#reviews-scroll,2000.0
Dr. Rahmat Ullah,QUETTA,"Endocrinologist, General Physician, Diabetologist","MBBS, FCPS (Medicine), MRCP-1(UK), Fellowship In Endocrinology, Fellowship In Diabetes,",8.0,15.0,100.0,14.0,11.0,"City International Hospital, Zarghon Road, Quetta",https://www.marham.pk/doctors/quetta/endocrinologist/dr-rahmat-ullah#reviews-scroll,1500.0
Dr. Muhammad Sadiq Kakar,QUETTA,Nephrologist,"MBBS, FCPS (Nephrology)",9.0,21.0,100.0,12.0,24.0,"Aria Institute Of Medical And Health Sciences, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/nephrologist/dr-muhammad-sadiq-kakar#reviews-scroll,1500.0
Asst. Prof. Dr. Syed Mohkum Ud Din,QUETTA,Nephrologist,"MBBS, FCPS (nephrology)",7.0,1.0,50.0,14.0,11.0,"Yaseen Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/nephrologist/dr-syed-mohkum-ud-din#reviews-scroll,500.0
Assoc. Prof. Dr. Syed Liaqat Agha,QUETTA,Nephrologist,MBBS FACS MD(nephrolgy),10.0,0.0,94.0,14.0,11.0,"Gillani Hopsital, Satellite Town, Quetta",No Link Available,800.0
Dr. Abdul Malik,QUETTA,Nephrologist,"MBBS, FCPS(neurology) FCPS(medicine)",10.0,0.0,94.0,14.0,11.0,"Time Pharma Saleem Medical Complex, Quetta City, Quetta",No Link Available,700.0
Dr. Naimat Ullah Tareen,QUETTA,"Urologist, Sexologist","MBBS, FCPS (Urology)",10.0,647.0,99.0,14.0,11.0,"City International Hospital, Zarghon Road, Quetta",https://www.marham.pk/doctors/quetta/urologist/dr-naimat-ullah-tareen#reviews-scroll,1000.0
Dr. Azimullah Asif Goraya,QUETTA,Sexologist,"MBBS, MPH, M.PHIL , PHD(Sexology)",44.0,173.0,95.0,15.0,19.0,"Dr Azimullah Clinic, G-9, Islamabad",https://www.marham.pk/doctors/quetta/sexologist/dr-azimullah-asif-goraya#reviews-scroll,3000.0
Asst. Prof. Dr. Ikram Ullah Khan,QUETTA,"Ent Surgeon, Ent Specialist","MBBS, DLO, FCPS",10.0,144.0,98.0,14.0,11.0,"Al Shafi Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/ent-surgeon/asst-prof-dr-ikram-ullah-khan#reviews-scroll,1000.0
Dr. Arfat Jawaid,QUETTA,"Ent Surgeon, Ent Specialist","MBBS, FCPS",10.0,11.0,100.0,14.0,11.0,"Fc Hospital, Cantt, Quetta",https://www.marham.pk/doctors/quetta/ent-surgeon/dr-arfat-jawaid#reviews-scroll,700.0
Asst. Prof. Dr. Abdul Bari Kakar,QUETTA,"Eye Surgeon, Eye Specialist","MBBS, MCPS, FCPS, MRCS (UK), FRCS (UK)",17.0,1184.0,98.0,15.0,18.0,"City International Hospital, Zarghon Road, Quetta",https://www.marham.pk/doctors/quetta/eye-surgeon/asst-prof-dr-abdul-bari-kakar#reviews-scroll,700.0
Asst. Prof. Dr. Saif Ullah Tareen,QUETTA,"Eye Surgeon, Eye Specialist","MBBS, FCPS (Ophthalmology), FCPS (Vitreo Retina)",16.0,213.0,99.0,15.0,11.0,"Saleem Medical Complex Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/eye-surgeon/asst-prof-dr-saif-ullah-tareen#reviews-scroll,1000.0
Dr. Saifullah Nasar,QUETTA,Eye Surgeon,"MBBS, DOMS",10.0,0.0,94.0,14.0,11.0,"Saleem Medical Complex Hospital, Quetta City, Quetta",No Link Available,600.0
Dr. Muhammad Akram Shahwani,QUETTA,"Eye Surgeon, Eye Specialist","MBBS,(karachi) MCPS, DOMS (Lahore)",31.0,62.0,95.0,17.0,9.0,"Jilani Hospital, Satellite Town, Quetta",https://www.marham.pk/doctors/quetta/eye-surgeon/dr-muhammad-akram-shahwani#reviews-scroll,800.0
Asst. Prof. Dr. Abdul Samad Panezai,QUETTA,Neuro Surgeon,"MBBS,FCPS (Neuro Surgery)",11.0,25.0,93.0,14.0,14.0,"Rahat Medical Complex, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/asst-prof-dr-abdul-samad-panezai#reviews-scroll,1000.0
Dr. Jahanzeb Kakar,QUETTA,"Neuro Surgeon, Neurologist","MBBS, FRCS(Ireland) FCPS(Neurosurgery)",6.0,53.0,100.0,14.0,8.0,"Akram Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/dr-jahanzeb-kakar#reviews-scroll,2000.0
Asst. Prof. Dr. Alamzeb Khan,QUETTA,"Neuro Surgeon, Neurologist","M.B.B.S, F.C.P.S, (Neuro Surgery) I.T.F(United Kingdom)",9.0,35.0,97.0,14.0,7.0,"City International Hospital, Zarghon Road, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/asst-prof-dr-alamzeb-khan#reviews-scroll,1000.0
Dr. Nasrullah Langove,QUETTA,"Neuro Surgeon, Neurologist","MBBS, FCPS ( Neuro Surgeon )",12.0,143.0,99.0,15.0,9.0,"Gillani Hopsital, Satellite Town, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/dr-nasrullah-langove#reviews-scroll,1000.0
Dr. Muhammad Shoaib Kibzai,QUETTA,"Neuro Surgeon, Neurologist","MBBS, FCPS ( Neuro Surgeon )",7.0,22.0,100.0,9.0,26.0,"Sultan Tareen Health Care &amp; Transplant Institute, Zarghun Road, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/dr-muhammad-shoaib-kibzai#reviews-scroll,2000.0
Assoc. Prof. Dr. Sarfraz Ahmed,QUETTA,Neuro Surgeon,"MBBS, MS (Neurosurgery)",29.0,4.0,100.0,15.0,12.0,"Saleem Medical Complex Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/assoc-prof-dr-sarfraz-ahmed#reviews-scroll,800.0
Asst. Prof. Dr. Mahmood Khan Kibzai,QUETTA,"Neuro Surgeon, Spinal Surgeon"," MBBS , FCPS ( Neuro Surgeon ) ",11.0,27.0,100.0,16.0,9.0,"Yaseen Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/asst-prof-dr-mahmood-khan-kibzai#reviews-scroll,1000.0
Prof. Dr. Raz Muhammad Kakar,QUETTA,"Neuro Surgeon, Neurologist","MBBS, FCPS",7.0,1.0,100.0,14.0,11.0,"Doctors Hospital, Quetta City, Quetta",https://www.marham.pk/doctors/quetta/neuro-surgeon/dr-prof-raz-muhammad-kakar#reviews-scroll,500.0
Asst. Prof. Dr. Tariq Mahmood Irshad,QUETTA,Neuro Surgeon," MBBS , FCPS(General Surgery) ",10.0,0.0,94.0,14.0,11.0,"Cmh Quetta Hospital, Cantt, Quetta",No Link Available,1000.0
Asst. Prof. Dr. Noor Ahmed Mugheri,QUETTA,Neuro Surgeon,"MBBS, B-pharm(karachi), MS(Neuro Surgeory)",10.0,0.0,94.0,14.0,11.0,"Saleem Medical Complex Hospital, Quetta City, Quetta",No Link Available,500.0
Dr. Hafiz Muhammad Ahmad Shahzeb,ABBOTTABAD,Dermatologist," MBBS , MCPS Dermatologist ",1.0,7.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/dermatologist/abbottabad/dr-hafiz-muhammad-ahmad-shahzeb-26591#reviews-scroll,700.0
Dr. Zahid Hassan,ABBOTTABAD,Neurologist,"MBBS, FCPS (Neurology), Fellowship In Stroke &amp; vascular Neurology",5.0,53.0,96.0,15.0,14.0,"IDC- ABBOTABAD, ground floor, Abbottabad",https://www.marham.pk/doctors/haripur/neuro-physician/dr-zahid-hassan#reviews-scroll,2000.0
Dr. Ibrahim Awan,ABBOTTABAD,"Neonatologist, Neurologist","MBBS, MRCPCH (UK), DCH, Fellow c. Paeds. (WHO)",29.0,9.0,90.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/neonatologist/abbottabad/dr-ibrahim-awan-14985#reviews-scroll,1000.0
Dr. Atifa Gilani,ABBOTTABAD,Neurologist,"MBBS, FCPS (Neurology), SCE Neurology",8.0,179.0,99.0,17.0,10.0,"Valley Medical Complex Hospital, Musa Zai Colony, Abbottabad",https://www.marham.pk/doctors/abbottabad/neuro-physician/dr-atifa-gilani#reviews-scroll,1500.0
Dr. Ahsan Naveed,ABBOTTABAD,Neurologist,MBBS,10.0,0.0,94.0,14.0,11.0,"Ahsan Naveed Clinic, Mandian, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Shandana Mustafa Jadoon,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Genecology), Master of Clinical Embryology, fellowship in cosmetic gynaecology",20.0,342.0,97.0,14.0,16.0,"Al-Syed Hospital, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/gynecologist/asst-prof-dr-shandana-mustafa-jadoon#reviews-scroll,1500.0
Asst. Prof. Dr. Maj R Asiya Yaqoob,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",20.0,45.0,100.0,14.0,15.0,"Maj R Dr. Asiya Yaqoob Infertility Clinic, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/gynecologist/asst-prof-dr-maj-r-asiya-yaqoob#reviews-scroll,1500.0
Dr. Farah Khan,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynaecology)*",4.0,5.0,100.0,9.0,2.0,"Zaitoon Medical Center, Near DHQ hospital, Abbottabad",https://www.marham.pk/doctors/haripur/gynecologist/dr-farah-khan#reviews-scroll,800.0
Dr. Yasmin Akhtar,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology), MRCOG-1",10.0,12.0,100.0,10.0,12.0,"IDC Abbot, , Manshera Road, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/gynecologist/dr-yasmin-akhtar#reviews-scroll,2000.0
Dr. Sidra Fatima,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",4.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,800.0
Asst. Prof. Dr. Bushra Rashid,ABBOTTABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",10.0,0.0,94.0,14.0,11.0,"Shafiq Plaza (Doctors Plaza), Mandian, Abbottabad",No Link Available,1500.0
Prof. Dr. Zahida Perveen,ABBOTTABAD,Gynecologist,"MBBS, FCPS, DGO",25.0,0.0,94.0,14.0,11.0,"Zahida Perveen Clinic, Al Mansoor Town, Abbottabad",No Link Available,800.0
Prof. Dr. Rubina Bashir,ABBOTTABAD,Gynecologist,"MBBS, FCPS, DGO",22.0,0.0,94.0,14.0,11.0,"Sami Medical Centre, Khyber Pakhtunkhwa, Abbottabad",No Link Available,1500.0
Dr. Nadia Khan Jawad,ABBOTTABAD,Gynecologist,"MBBS,FCPS",7.0,3.0,100.0,14.0,11.0,"Allied Specialist Clinics, , Manshera Road, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/gynecologist/dr-nadia-khan-jawad#reviews-scroll,600.0
Asst. Prof. Dr. Humaira Jadoon,ABBOTTABAD,Gynecologist,"MBBS, FCPS, MCPS",10.0,0.0,94.0,14.0,11.0,"Humaira Jadoon Clinic, Mandian, Abbottabad",No Link Available,700.0
Dr. Ansa Islam,ABBOTTABAD,Gynecologist,"MBBS, FCPS, MCPS",10.0,0.0,94.0,14.0,11.0,"Ansa Islam Clinic, Mandian, Abbottabad",No Link Available,600.0
Prof. Dr. Rahat-un-nisa,ABBOTTABAD,Gynecologist,"MBBS, FCPS, DGO",40.0,0.0,94.0,14.0,11.0,"Awan Medical Centre, Mandian, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Muhammad Shahzad,ABBOTTABAD,"Urologist, Sexologist, Andrologist"," MBBS , FCPS (Urology) ",17.0,365.0,98.0,15.0,8.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/urologist/asst-prof-dr-muhammad-shahzad#reviews-scroll,1400.0
Asst. Prof. Dr. Nasir Jameel,ABBOTTABAD,Urologist," MBBS , MRCP , FCPS ",15.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,1000.0
Prof. Dr. Syed Atta Ullah Shah Bukhari,ABBOTTABAD,Urologist,"MBBS, FCPS, FICS",10.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,1000.0
Prof. Dr. Raza Muhammad Khan,ABBOTTABAD,Urologist,"MBBS, FICS, MS",35.0,0.0,94.0,14.0,11.0,"Awan Medical Centre, Mandian, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Faheem Ul Haq,ABBOTTABAD,"Urologist, Andrologist, Sexologist","MBBS, FCPS, MRCS, MCPS",12.0,30.0,97.0,14.0,11.0,"Kidney Care Center Abbottabad, , Manshera Road, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/urologist/dr-faheem-ul-haq#reviews-scroll,1000.0
Dr. Hafizullah Khan,ABBOTTABAD,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",10.0,37.0,100.0,12.0,12.0,"Shafiq Plaza (Doctors Plaza), Mandian, Abbottabad",https://www.marham.pk/doctors/abbottabad/gastroenterologist/dr-hafizullah-khan#reviews-scroll,1500.0
Asst. Prof. Dr. Syeda Anam Noor Kazmi,ABBOTTABAD,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",6.0,11.0,100.0,17.0,11.0,"Zaitoon Medical Center, Near DHQ hospital, Abbottabad",https://www.marham.pk/doctors/abbottabad/gastroenterologist/asst-prof-dr-syeda-anam-noor-kazmi#reviews-scroll,1000.0
Asst. Prof. Dr. Mati Ullah Khan,ABBOTTABAD,Gastroenterologist,"MBBS,FCPS",14.0,0.0,94.0,14.0,11.0,"Mati Ullah Khan Clinic, Kehal, Abbottabad",No Link Available,700.0
Asst. Prof. Dr. Mohammad Yasin,ABBOTTABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS, MCPS",23.0,205.0,99.0,17.0,12.0,"Allied Specialist Clinics, , Manshera Road, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/pulmonologist/asst-prof-dr-mohammad-yasin#reviews-scroll,2000.0
Prof. Dr. Abdur Rab Khan,ABBOTTABAD,Pulmonologist / Lung Specialist," MBBS , MRCP , MCPS , DTM , DVE ",30.0,3.0,100.0,20.0,15.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/pulmonologist/prof-dr-abdur-rab-khan#reviews-scroll,1500.0
Asst. Prof. Dr. Amir Suleman,ABBOTTABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS, MCPS",20.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Muhammad Ali Usman,ABBOTTABAD,Orthopedic Surgeon,"MD , Master of Surgery in Orthopedics",12.0,47.0,98.0,13.0,14.0,"Abbottabad International Medical Institute, N-35 Abbottabad, Khyber, Abbottabad",https://www.marham.pk/doctors/mansehra/orthopedic-surgeon/asst-prof-dr-muhammad-ali-usman#reviews-scroll,1000.0
Asst. Prof. Dr. Muhammad Basharat,ABBOTTABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgeon)",10.0,4.0,100.0,15.0,13.0,"Yahya Hospital Haripur, Abbottabad Rd, Haripur",https://www.marham.pk/doctors/abbottabad/orthopedic-surgeon/asst-prof-dr-muhammad-basharat#reviews-scroll,1000.0
Dr. Abdus Saboor Awan,ABBOTTABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",10.0,32.0,94.0,17.0,5.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/abbottabad/dr-abdus-saboor-awan-14965#reviews-scroll,1000.0
Dr. Zia Ud Din Khan,ABBOTTABAD,Orthopedic Surgeon," MBBS , FCPS* ",4.0,2.0,100.0,15.0,15.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/abbottabad/dr-zia-ud-din-khan-32018#reviews-scroll,700.0
Dr. Shahid Sultan,ABBOTTABAD,Orthopedic Surgeon,"MBBS, FRCS",35.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Muhammad Usman,ABBOTTABAD,Orthopedic Surgeon,"MBBS, MS, Fellow Orthoplasty",10.0,0.0,94.0,14.0,11.0,"Valley Medical Complex Hospital, Musa Zai Colony, Abbottabad",No Link Available,500.0
Asst. Prof. Dr. Azhar Azeem Khattak,ABBOTTABAD,Orthopedic Surgeon,"MBBS, MS",10.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,800.0
Dr. Nazir Ahmed,ABBOTTABAD,Orthopedic Surgeon,"MBBS, FRCS",10.0,0.0,94.0,14.0,11.0,"Awan Medical Centre, Mandian, Abbottabad",No Link Available,1000.0
Assoc. Prof. Dr. Naeem-ur-razzaq Durrani,ABBOTTABAD,Orthopedic Surgeon,"MBBS, MRCP, FCPS, OGT",10.0,0.0,94.0,14.0,11.0,"Awan Medical Centre, Mandian, Abbottabad",No Link Available,1000.0
Asst. Prof. Dr. Adnan Anwer,ABBOTTABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",8.0,5.0,100.0,15.0,53.0,"Cmh Abbottabad Hospital, Cantt, Abbottabad",https://www.marham.pk/doctors/abbottabad/orthopedic-surgeon/asst-prof-dr-adnan-anwer#reviews-scroll,1000.0
Dr. Ammara Khalid,ABBOTTABAD,Pediatrician,"MBBS, FCPS",7.0,4.0,80.0,10.0,9.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/abbottabad/dr-ammara-khalid-16498#reviews-scroll,700.0
Dr. Najam Siddiqui,ABBOTTABAD,Pediatrician,"MBBS, FCPS",2.0,7.0,88.0,14.0,11.0,"Allama Iqbal Hospital Haripur, Harbor, Haripur",https://www.marham.pk/doctors/haripur/pediatrician/dr-najam-siddiqui#reviews-scroll,500.0
Dr. Amal Hasham,ABBOTTABAD,Pediatrician,"MBBS, FCPS",5.0,20.0,100.0,9.0,7.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/abbottabad/dr-amal-hasham-19347#reviews-scroll,500.0
Dr. Khawaja Naveed Noor,ABBOTTABAD,Pediatrician,"MBBS, FCPS",2.0,3.0,100.0,13.0,5.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/abbottabad/dr-khawaja-naveed-noor-14987#reviews-scroll,600.0
Dr. Ifnan Shamraiz,ABBOTTABAD,Pediatrician,"MBBS, FCPS",7.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Prof. Dr. Mumtaz Barki,ABBOTTABAD,Pediatrician,"MBBS, FACH, FVMA, FAMS, DCH",38.0,0.0,94.0,14.0,11.0,"Shafiq Medical Centre, Abbottabad, Abbottabad",No Link Available,1000.0
Dr. Hizb Ullah Gandapur,ABBOTTABAD,Pediatrician,"MBBS, DCH",10.0,0.0,94.0,14.0,11.0,"Hizb Ullah Gandapur Clinic, Kehal, Abbottabad",No Link Available,600.0
Assoc. Prof. Dr. Tahir Saeed Siddiqi,ABBOTTABAD,Pediatrician,"MBBS, FCPS, DCH",10.0,0.0,94.0,14.0,11.0,"Awan Medical Centre, Mandian, Abbottabad",No Link Available,1000.0
Dr. Areeba Rehman,ABBOTTABAD,General Physician,MBBS,2.0,316.0,95.0,34.0,69.0,"Allied Specialist Clinics, , Manshera Road, Abbottabad, Abbottabad",https://www.marham.pk/doctors/abbottabad/general-physician/dr-areeba-rehman#reviews-scroll,600.0
Dr. Kafeel Ur Rehman,ABBOTTABAD,General Surgeon,MBBS,1.0,3.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/abbottabad/dr-kafeel-ur-rehman-8896#reviews-scroll,1000.0
